"username","Routename","Price","RouteType","servername"
"ybusiness","ybus","0.08500","0","displusindia"
"ybusiness","ybust","0.08500","1","displusindia"
"basisdist","promo","0.20000","0","displusindia"
"basisdist","trans","0.08100","1","displusindia"
"9stardis","promo","0.20000","0","displusindia"
"9stardis","trans","0.20000","1","displusindia"
"ambitdis","promo1","0.08500","0","displusindia"
"ambitdis","trans1","0.08500","1","displusindia"
"ambitdisscrub","trans1","0.08500","1","displusindia"
"auradisscrub","Trans","0.08500","1","displusindia"
"todaybizdis","promo","0.20000","0","displusindia"
"todaybizdis","trans","0.20000","1","displusindia"
"ironicsdis","Promo","0.08250","0","displusindia"
"ironicsdis","Trans","0.08250","1","displusindia"
"smskscrub","promo","0.08250","0","displusindia"
"smskscrub","trans","0.08250","1","displusindia"
"jbinfodis","promo","0.09000","0","displusindia"
"jbinfodis","trans","0.09000","1","displusindia"
"agrotdis","Promo","0.09000","0","displusindia"
"agrotdis","Trans","0.09000","1","displusindia"
"p2dis","Promo","0.08500","0","displusindia"
"p2dis","Trans","0.08500","1","displusindia"
"p2scrub","promo","0.08500","0","displusindia"
"p2scrub","trans","0.08500","1","displusindia"
"simplyscrub","sim","0.09000","0","displusindia"
"simplyscrub","sip","0.09000","1","displusindia"
"indiawebsoftdis","ind","0.09000","0","displusindia"
"indiawebsoftdis","indv","0.09000","1","displusindia"
"3mdigitaldis","Trans","0.08250","1","displusindia"
"rapiddist","promo","0.20000","0","displusindia"
"rapiddist","trans","0.20000","1","displusindia"
"3mscrubdis","promo","0.08250","0","displusindia"
"3mscrubdis","trans","0.08250","1","displusindia"
"dyanmic1","promo","0.09000","0","displusindia"
"dyanmic1","trans","0.09000","1","displusindia"
"ewsdis","promo","0.08750","0","displusindia"
"ewsdis","trans","0.08750","1","displusindia"
"cityweb","Promo","0.20000","0","displusindia"
"cityweb","Trans","0.20000","1","displusindia"
"cloudlinkdis","Promo","0.08500","0","displusindia"
"cloudlinkdis","Trans","0.08500","1","displusindia"
"sssdis","ssd","0.08250","0","displusindia"
"sssdis","ssdt","0.08250","1","displusindia"
"deliverysmstr","promo","0.09000","0","displusindia"
"deliverysmstr","trans","0.09000","1","displusindia"
"mytechdis","trans","0.20000","1","displusindia"
"abhinandan","promo","0.08500","0","displusindia"
"abhinandan","trans","0.08500","1","displusindia"
"pointersoft","Promo","0.20000","0","displusindia"
"pointersoft","Trans","0.20000","1","displusindia"
"kappa","Promo","0.08500","0","displusindia"
"kappa","Trans","0.08500","1","displusindia"
"magicdis","promo","0.20000","0","displusindia"
"magicdis","trans","0.20000","1","displusindia"
"starsolutionss","promo","0.20000","0","displusindia"
"starsolutionss","trans","0.20000","1","displusindia"
"aimincotp","promo","0.08200","0","displusindia"
"aimincotp","trans","0.08200","1","displusindia"
"nexus9","nexuspromo","0.09000","0","displusindia"
"nexus9","nexustrans","0.09000","1","displusindia"
"gbctran","Promo","0.08200","0","displusindia"
"gbctran","Trans","0.08200","1","displusindia"
"msgnow","Promo","0.08500","0","displusindia"
"msgnow","Trans","0.08500","1","displusindia"
"msgotp","msgo","0.08500","1","displusindia"
"msgotp","mspp","0.08500","0","displusindia"
"auradistrans","Promo","0.08500","0","displusindia"
"auradistrans","Trans","0.08500","1","displusindia"
"6sinfotech","sinn","0.20000","0","displusindia"
"6sinfotech","sinnt","0.20000","1","displusindia"
"designdis","Promo","0.20000","0","displusindia"
"designdis","Trans","0.20000","1","displusindia"
"asoft","Promo","0.20000","0","displusindia"
"asoft","Trans","0.20000","1","displusindia"
"hindsoftdis","Promo","0.08500","0","displusindia"
"hindsoftdis","Trans","0.08500","1","displusindia"
"clickdis","Promo","0.08250","0","displusindia"
"clickdis","Trans","0.08250","1","displusindia"
"distech","Promo","0.08000","0","displusindia"
"distech","Trans","0.08000","1","displusindia"
"bangmarket","Promo","0.08500","0","displusindia"
"bangmarket","Trans","0.08500","1","displusindia"
"blueeagledis","promo","0.20000","0","displusindia"
"blueeagledis","trans","0.20000","1","displusindia"
"pafmamega","Trans","0.20000","1","displusindia"
"pafmamega","Promo","0.20000","0","displusindia"
"imaging","Promo","0.20000","0","displusindia"
"imaging","Trans","0.20000","1","displusindia"
"sssolution","Promo","0.20000","0","displusindia"
"sssolution","Trans","0.20000","1","displusindia"
"furesko","Promo","0.20000","0","displusindia"
"furesko","Trans","0.20000","1","displusindia"
"rabbithost","Promo","0.08500","0","displusindia"
"rabbithost","Trans","0.08500","1","displusindia"
"empiredist","Promo","0.10000","0","displusindia"
"empiredist","Trans","0.10000","1","displusindia"
"czarsi","czar","0.20000","0","displusindia"
"czarsi","czart","0.20000","1","displusindia"
"cloudsmsdis","Promo","0.08250","0","displusindia"
"cloudsmsdis","Trans","0.08250","1","displusindia"
"yitsolt","promo","0.20000","0","displusindia"
"yitsolt","trans","0.20000","1","displusindia"
"demodis","Promo","0.20000","0","displusindia"
"demodis","Trans","0.20000","1","displusindia"
"cloudscrub","promo","0.08250","0","displusindia"
"cloudscrub","trans","0.08250","1","displusindia"
"Deshanadis","Promo","0.20000","0","displusindia"
"Deshanadis","Trans","0.20000","1","displusindia"
"astindis","Trans","0.20000","1","displusindia"
"astindis","Promo","0.20000","0","displusindia"
"ansisdis","Promo","0.08250","0","displusindia"
"ansisdis","Trans","0.08250","1","displusindia"
"Awentechdis","promo","0.20000","0","displusindia"
"Awentechdis","trans","0.20000","1","displusindia"
"Awebtechdis","Promo","0.20000","0","displusindia"
"Awebtechdis","Trans","0.20000","1","displusindia"
"ambikadis","Promo","0.09000","0","displusindia"
"ambikadis","Trans","0.09000","1","displusindia"
"siliconcare","Promo","0.09000","0","displusindia"
"siliconcare","Trans","0.09000","1","displusindia"
"Dmatictrans","Promo","0.20000","0","displusindia"
"Dmatictrans","Trans","0.20000","1","displusindia"
"dpoctane","Promo","0.20000","0","displusindia"
"dpoctane","Trans","0.20000","1","displusindia"
"dplusind","testroutename","0.30000","0","displusindia"
"unikdistrans","promo","0.20000","0","displusindia"
"unikdistrans","Trans","0.20000","1","displusindia"
